3.488590349466781504e+01,5.953168510556891135e+01
3.676184026513188030e+01,5.773817228165910365e+01
3.063511658652997127e+01,6.041881981194533324e+01
3.473027114071753374e+01,5.753117021118488594e+01
2.287067956529338275e+01,6.267459943296410074e+01
3.728207086970829920e+01,5.208513902632840598e+01
2.536988702439084875e+01,5.876912247656417776e+01
2.288424334295255491e+01,5.856293199451323517e+01
3.325984526268280916e+01,5.080015295788674479e+01
3.632600271990631313e+01,4.797369603817516293e+01
2.564788352341002309e+01,5.550284543549349792e+01
2.277076604163804419e+01,5.720429148980431222e+01
1.632008848370431764e+01,6.159836191445326392e+01
1.344508188581413854e+01,6.314387761528742260e+01
2.812896367653737073e+01,5.221687637547330496e+01
3.927069483720104159e+01,4.430271489860233913e+01
3.368161236155533089e+01,4.809266526979777012e+01
3.276029428748132943e+01,4.892716333364445802e+01
3.016047168353016517e+01,4.912583361749671695e+01
1.904474200479608470e+01,5.690063065341514914e+01
3.478175663575552079e+01,4.523516011075488308e+01
2.801349898966741847e+01,4.990089561213884650e+01
3.027046017108466458e+01,4.748870731352001684e+01
2.759703370558187885e+01,4.713616524678046460e+01
2.272552526071319434e+01,4.915706211040497209e+01
3.632661493393904806e+01,3.722744643245314933e+01
2.299625334884299477e+01,4.612374141516627901e+01
3.789051696224007060e+01,3.343712968014130382e+01
9.237416232426678420e+00,5.490523438177069693e+01
9.751783818783012592e+00,5.376256088439688341e+01
3.041265142696635593e+01,3.739038246188936654e+01
2.675102829561147288e+01,4.015417022675696046e+01
1.691839402414144189e+01,4.730525095282730774e+01
2.861198994852505351e+01,3.818351756163998800e+01
3.162436815550557867e+01,3.502693223525389499e+01
3.229476012272392893e+01,3.451766265900137398e+01
2.800588108416869204e+01,3.777575004275424675e+01
2.102777116075354158e+01,4.278964996572555179e+01
5.374190935688634152e-01,5.810674466163349905e+01
1.271042005464902225e+01,4.709157797773568177e+01
1.105285002030648123e+01,4.806606861617593296e+01
1.375273853172498129e+01,4.568575644953573089e+01
3.605345541535935894e+01,2.750864002959369259e+01
1.311831488295279335e+01,4.524647228124980813e+01
3.341358679621659178e+01,2.852597867982986912e+01
2.927628056201969642e+01,3.139654132323760294e+01
2.389055065293015900e+01,3.524607443398812023e+01
3.063520548585609760e+01,2.819678417217366473e+01
1.535972631205721406e+01,4.019079009590857510e+01
1.330043586845480874e+01,3.891952448289397637e+01
1.071404759053451627e+01,4.097700908347410120e+01
1.434882250174389995e+01,3.770590327918399964e+01
2.035770553519100901e+01,3.291768323077401703e+01
1.696488283289836119e+01,3.523404157127454539e+01
3.634127103615996646e+01,1.849939844234302910e+01
1.628779955993017126e+01,3.459052532912453870e+01
1.223870437299051339e+01,3.783956400589094926e+01
1.154200703612782242e+01,3.839860163996983999e+01
1.226152518274219361e+01,3.620493639690774046e+01
1.365542357832358356e+01,3.423896020984018662e+01
