3.957245434589883359e+01,5.971016543658250697e+01
3.911496766504274802e+01,5.761308554252706671e+01
3.827635010480233291e+01,5.205676314507147140e+01
3.246999821454282653e+01,6.088484315515425749e+01
3.138421759464732119e+01,6.396567879074127916e+01
3.280280147390500645e+01,4.946685676149731847e+01
3.255445473314502181e+01,4.833956243323015656e+01
2.639429491478082923e+01,6.106621217961778569e+01
2.666461295550062260e+01,5.651335672327337534e+01
2.623640992786818060e+01,5.781594457676720822e+01
2.787826140078638559e+01,4.740738697709610960e+01
2.601482929555502466e+01,5.266314545550443427e+01
2.748150730558320376e+01,4.612347111913253883e+01
2.728208949404365313e+01,4.286450195926138917e+01
2.328412505904644192e+01,5.685453933536406623e+01
2.812793788669053896e+01,3.555571653790840259e+01
2.506550664885180879e+01,4.779637948887045695e+01
2.336411029389493166e+01,5.436143333847556391e+01
2.469342588718850706e+01,4.655348486658536444e+01
2.306504713322980393e+01,5.167606975649239587e+01
2.120668825472784391e+01,5.892578723243430261e+01
1.990993809158669947e+01,6.438949108231756213e+01
1.998779292058818413e+01,6.055399313806638162e+01
2.311293425065439067e+01,4.419012206616720562e+01
1.869258940550464132e+01,5.024958208400054360e+01
1.876227413725148807e+01,4.847386609171885397e+01
1.845130459210273699e+01,4.446610391737156220e+01
1.565854920372299297e+01,5.595425677699728340e+01
1.951459903201725865e+01,3.736966443720332620e+01
1.575257738629660231e+01,4.986454414845570682e+01
1.780671948529617765e+01,3.815782316500188642e+01
1.474524511480011668e+01,5.006679524502330025e+01
1.133869268237716810e+01,6.356247152821551083e+01
1.718420262555009259e+01,3.645773157951636989e+01
1.325211442854162769e+01,5.229752192790762422e+01
1.655750952986710800e+01,3.553917058663280670e+01
1.458877189950123920e+01,4.442411348452692010e+01
9.177778506375137368e+00,6.420806371812464874e+01
1.529273949190423743e+01,3.640277780912249739e+01
1.145531323421445258e+01,4.989576491359891008e+01
1.132192955453827743e+01,4.315760700636937486e+01
1.099881689164930698e+01,4.019625595226859360e+01
9.634138316591712936e+00,4.542184126683253709e+01
6.397120970299132736e+00,5.117975853676445297e+01
4.741669587579897538e+00,4.333030472812656342e+01
5.226552665745847648e+00,3.663709242214879680e+01
3.612265083056136028e+00,3.699459180487737342e+01
1.382833191135645290e+00,4.802939592709572025e+01
1.883527226857738102e+00,3.757324474582197382e+01
3.910144314294261392e+01,6.199091452352355702e+01
3.836020262196364428e+01,6.407541413337162339e+01
3.740234282771076835e+01,6.480835676316669947e+01
3.749507832580496114e+01,6.371472660051291825e+01
3.595140977157818440e+01,6.226775949436959223e+01
3.551060449801632046e+01,6.306708878718622202e+01
3.681177711431799793e+01,5.696727518309632643e+01
3.640086311766759053e+01,5.830906364358864380e+01
3.767913850358564787e+01,5.271929419252253268e+01
3.566651791559866780e+01,5.901227776342743425e+01
3.422494414282915187e+01,6.310180951451714293e+01
3.459046809560182822e+01,6.045683127699576431e+01
3.410731472087064731e+01,6.105260718200762682e+01
3.647418279709572886e+01,5.005517150919085623e+01
3.328779227657899753e+01,6.239883128121202560e+01
3.257516133940663394e+01,6.489535434725740970e+01
3.390095851117855830e+01,5.948949133790841159e+01
3.957879463804995623e+01,3.719683094740270235e+01
3.886035705967513110e+01,3.942436585166986873e+01
3.253396425218769394e+01,6.371388397581937113e+01
3.961807713508954976e+01,3.562892931261716001e+01
3.909818051730113098e+01,3.736323452676273860e+01
3.440165289415305239e+01,5.478368446837691152e+01
3.856444415476478582e+01,3.798687654535187619e+01
3.279442755332432569e+01,5.990644814922130479e+01
3.778556099890782605e+01,3.983830320404764080e+01
3.422134910684513187e+01,5.287088976966251153e+01
3.857975409259775290e+01,3.552043182515979680e+01
3.413209357921032705e+01,5.109613658944311254e+01
3.192859145116081976e+01,5.943617472181104944e+01
3.760432454841044603e+01,3.554344730965217991e+01
3.738760745520460915e+01,3.606892343649758459e+01
3.667438911781386679e+01,3.788796926168876666e+01
2.988710100879021070e+01,6.433409168519331445e+01
2.958365618560548427e+01,6.488760324283343550e+01
3.001884833152910659e+01,6.218623254911340581e+01
3.660320227739403265e+01,3.509701787094903835e+01
3.233695067380816823e+01,5.096837288099298036e+01
3.113557712709290470e+01,5.573638660328529681e+01
3.193179288675495897e+01,5.187922497946414069e+01
3.085007445871838172e+01,5.617709999198604010e+01
2.958882167459515955e+01,6.118829947316332607e+01
3.547058865190781063e+01,3.709762721507975414e+01
2.885405092228725010e+01,6.341579961405622612e+01
3.008308793184829000e+01,5.817529773421858863e+01
3.513085794049068511e+01,3.735284152020965109e+01
3.238648384278707226e+01,4.719010341404224818e+01
3.527348938203222417e+01,3.529018514593531819e+01
3.020719337461310872e+01,5.515551787882851897e+01
2.946045451755600197e+01,5.740108416419565174e+01
2.892454586327678001e+01,5.954508339113895943e+01
3.237304972531476466e+01,4.498716829560988373e+01
3.193765134719590293e+01,4.634782397670004173e+01
3.453493864137327307e+01,3.554617520734842628e+01
2.986929529939272498e+01,5.425682986741870195e+01
3.193032488198874219e+01,4.560331602789896976e+01
3.194931617204141006e+01,4.314532625607743199e+01
3.080771033067920683e+01,4.734039131980080839e+01
3.052748501805314163e+01,4.846978414584935990e+01
2.958717694687941346e+01,5.185700051766827556e+01
3.142248619108257301e+01,4.404554408170528745e+01
3.321394999540476789e+01,3.639892520322773350e+01
2.739889319160606007e+01,5.947582885845260847e+01
2.825826384170312622e+01,5.559373497086608040e+01
3.038510886101949637e+01,4.615542993498781499e+01
2.952579174189544986e+01,4.963452046190198530e+01
2.957642600680597411e+01,4.900814061251129061e+01
2.879841411164496634e+01,5.216014874176431704e+01
3.022201696330607845e+01,4.379370439248990721e+01
2.538556466649042065e+01,6.346793949948929736e+01
2.983478727850885548e+01,4.492655161477465953e+01
3.211007394475782917e+01,3.521262376900122604e+01
3.039641164106017257e+01,4.219334973004958300e+01
2.990947927459340150e+01,4.417690355190507034e+01
2.499979654747506075e+01,6.417684729797012722e+01
2.795053342398493257e+01,5.126768270093003821e+01
2.898821301435253162e+01,4.658249084483166769e+01
3.129804559492897553e+01,3.622595790299415341e+01
2.971739799662663017e+01,4.268776930370024303e+01
2.572154617699972690e+01,5.902312505999210401e+01
3.057432898539132538e+01,3.824861005924670820e+01
2.866540713079591640e+01,4.606378039196815877e+01
2.703591605352774963e+01,5.180715209474534078e+01
2.450085915728049457e+01,6.173992199962658844e+01
2.695979433606787978e+01,5.022484612715064856e+01
2.515688259277805017e+01,5.668278464848362574e+01
2.984955721352606162e+01,3.685702515345682428e+01
2.363279503490659295e+01,6.248150047124413220e+01
2.313346527413296982e+01,6.453965594876660816e+01
2.787916740021847772e+01,4.448310794754820563e+01
2.671410081022566629e+01,4.928905240224740680e+01
2.979599963512037419e+01,3.607077536802884055e+01
2.859021810652682305e+01,4.104855977698824177e+01
2.796458299149462690e+01,4.363134666454097044e+01
2.719498551967013711e+01,4.478404920538023504e+01
2.548511453947442362e+01,5.186531558640922412e+01
2.786502089608678645e+01,4.149145361568541546e+01
2.450001355931312474e+01,5.284901671817786450e+01
2.696800440079410421e+01,4.203928125933258286e+01
2.475607386535401844e+01,4.853849111833899599e+01
2.268331067423252279e+01,5.610937757037231677e+01
2.139127797289025423e+01,6.152378661546915595e+01
2.472454147061157315e+01,4.699132475738495884e+01
2.398818739399736089e+01,4.894397896591452479e+01
2.471496505580557823e+01,4.473072053842567897e+01
2.454447038574506834e+01,4.544841989012469696e+01
2.160168770137085303e+01,5.726150365748763704e+01
2.565826809794284102e+01,3.957456675050013928e+01
2.265995104155767592e+01,5.103857990545522938e+01
2.465632871446974406e+01,4.138757996302477693e+01
2.076437957127230760e+01,5.786299522475941615e+01
2.393342916084878524e+01,4.383528443435076127e+01
1.942074621389136979e+01,6.295672064090358333e+01
2.410440146188375010e+01,4.249263522190479136e+01
2.292932505214814043e+01,4.747655767534666893e+01
2.284227748769540867e+01,4.534260026971848134e+01
2.116867283655644272e+01,5.246894309859460037e+01
1.894176954996276407e+01,6.195127589219522690e+01
1.856586752162797183e+01,6.355189687646446828e+01
2.391509709806059192e+01,3.948214275272262341e+01
2.006568330234675912e+01,5.590624705878219913e+01
2.407464045695369137e+01,3.814640795473668788e+01
2.161249070125582605e+01,4.866222556092978380e+01
2.076148123871279338e+01,5.165081144352458864e+01
2.104501087349577659e+01,4.978580488720367470e+01
2.016732975044192955e+01,5.288760424617041167e+01
2.201831102354294600e+01,4.428916608122741394e+01
2.146988867201148565e+01,4.664119623890081812e+01
2.123722966309092897e+01,4.763900568978739614e+01
1.942534774970683387e+01,5.540966071601278031e+01
2.158490579385980013e+01,4.547571748640000067e+01
2.102967710663746814e+01,4.228683486924887802e+01
2.233471694828058673e+01,3.590373721374601246e+01
2.219894323240419709e+01,3.649242853362819972e+01
1.872928754985497690e+01,5.153625472717651945e+01
1.677431965579252804e+01,6.001265697082357775e+01
2.137589910540686589e+01,3.858856396929017762e+01
2.077762067799404377e+01,4.118853801625001410e+01
1.686418841092712739e+01,5.819537273183357229e+01
1.585330601265672712e+01,6.258842432722060778e+01
2.097068205498488069e+01,3.960532647692398456e+01
2.007174971357356341e+01,4.351639522032654384e+01
1.611473362308336021e+01,6.073255402974260164e+01
1.594100238177622586e+01,6.148842273790592827e+01
1.940779732829535220e+01,4.566204899879872414e+01
1.879348065176546356e+01,4.759120561930653537e+01
1.498710940229846145e+01,6.419078877861572607e+01
1.880002502500594375e+01,4.680902544546073329e+01
